This is Ipopt version 3.14.17, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:      810
Number of nonzeros in inequality constraint Jacobian.:      345
Number of nonzeros in Lagrangian Hessian.............:     1221

Total number of variables............................:      323
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      290
                     variables with only upper bounds:        0
Total number of equality constraints.................:      197
Total number of inequality constraints...............:      134
        inequality constraints with only lower bounds:       92
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:       42

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 418  3.1150557e+01 4.76e-07 2.45e-03  -6.0 1.34e-03    -  1.00e+00 1.00e+00h  1
 419  3.1151089e+01 4.75e-07 2.44e-03  -6.0 1.34e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  3.1151620e+01 4.74e-07 2.42e-03  -6.0 1.33e-03    -  1.00e+00 1.00e+00h  1
 421  3.1152149e+01 4.73e-07 2.40e-03  -6.0 1.33e-03    -  1.00e+00 1.00e+00h  1
 422  3.1152678e+01 4.72e-07 2.39e-03  -6.0 1.32e-03    -  1.00e+00 1.00e+00h  1
 423  3.1153204e+01 4.71e-07 2.37e-03  -6.0 1.32e-03    -  1.00e+00 1.00e+00h  1
 424  3.1153730e+01 4.69e-07 2.35e-03  -6.0 1.31e-03    -  1.00e+00 1.00e+00h  1
 425  3.1154254e+01 4.68e-07 2.34e-03  -6.0 1.31e-03    -  1.00e+00 1.00e+00h  1
 426  3.1154777e+01 4.67e-07 2.32e-03  -6.0 1.30e-03    -  1.00e+00 1.00e+00h  1
 427  3.1155298e+01 4.66e-07 2.30e-03  -6.0 1.30e-03    -  1.00e+00 1.00e+00h  1
 428  3.1155818e+01 4.65e-07 2.29e-03  -6.0 1.29e-03    -  1.00e+00 1.00e+00h  1
 429  3.1156337e+01 4.64e-07 2.27e-03  -6.0 1.29e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  3.1156855e+01 4.63e-07 2.26e-03  -6.0 1.28e-03    -  1.00e+00 1.00e+00h  1
 431  3.1157371e+01 4.62e-07 2.24e-03  -6.0 1.28e-03    -  1.00e+00 1.00e+00h  1
 432  3.1157886e+01 4.61e-07 2.23e-03  -6.0 1.27e-03    -  1.00e+00 1.00e+00h  1
 433  3.1158400e+01 4.60e-07 2.21e-03  -6.0 1.27e-03    -  1.00e+00 1.00e+00h  1
 434  3.1158912e+01 4.59e-07 2.20e-03  -6.0 1.26e-03    -  1.00e+00 1.00e+00h  1
 435  3.1159423e+01 4.58e-07 2.18e-03  -6.0 1.26e-03    -  1.00e+00 1.00e+00h  1
 436  3.1159933e+01 4.57e-07 2.17e-03  -6.0 1.25e-03    -  1.00e+00 1.00e+00h  1
 437  3.1160441e+01 4.56e-07 2.15e-03  -6.0 1.25e-03    -  1.00e+00 1.00e+00h  1
 438  3.1160949e+01 4.55e-07 2.14e-03  -6.0 1.24e-03    -  1.00e+00 1.00e+00h  1
 439  3.1161455e+01 4.54e-07 2.12e-03  -6.0 1.24e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440  3.1161960e+01 4.53e-07 2.11e-03  -6.0 1.23e-03    -  1.00e+00 1.00e+00h  1
 441  3.1162463e+01 4.52e-07 2.10e-03  -6.0 1.23e-03    -  1.00e+00 1.00e+00h  1
 442  3.1162966e+01 4.51e-07 2.08e-03  -6.0 1.22e-03    -  1.00e+00 1.00e+00h  1
 443  3.1163467e+01 4.50e-07 2.07e-03  -6.0 1.22e-03    -  1.00e+00 1.00e+00h  1
 444  3.1163967e+01 4.49e-07 2.06e-03  -6.0 1.21e-03    -  1.00e+00 1.00e+00h  1
 445  3.1164465e+01 4.48e-07 2.04e-03  -6.0 1.21e-03    -  1.00e+00 1.00e+00h  1
 446  3.1164963e+01 4.47e-07 2.03e-03  -6.0 1.20e-03    -  1.00e+00 1.00e+00h  1
 447  3.1165459e+01 4.46e-07 2.02e-03  -6.0 1.20e-03    -  1.00e+00 1.00e+00h  1
 448  3.1165954e+01 4.45e-07 2.00e-03  -6.0 1.20e-03    -  1.00e+00 1.00e+00h  1
 449  3.1166448e+01 4.45e-07 1.99e-03  -6.0 1.19e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450  3.1166940e+01 4.44e-07 1.98e-03  -6.0 1.19e-03    -  1.00e+00 1.00e+00h  1
 451  3.1167432e+01 4.43e-07 1.96e-03  -6.0 1.18e-03    -  1.00e+00 1.00e+00h  1
 452  3.1167922e+01 4.42e-07 1.95e-03  -6.0 1.18e-03    -  1.00e+00 1.00e+00h  1
 453  3.1168411e+01 4.41e-07 1.94e-03  -6.0 1.17e-03    -  1.00e+00 1.00e+00h  1
 454  3.1168899e+01 4.40e-07 1.93e-03  -6.0 1.17e-03    -  1.00e+00 1.00e+00h  1
 455  3.1169386e+01 4.39e-07 1.92e-03  -6.0 1.16e-03    -  1.00e+00 1.00e+00h  1
 456  3.1169871e+01 4.38e-07 1.90e-03  -6.0 1.16e-03    -  1.00e+00 1.00e+00h  1
 457  3.1170356e+01 4.37e-07 1.89e-03  -6.0 1.16e-03    -  1.00e+00 1.00e+00h  1
 458  3.1170839e+01 4.36e-07 1.88e-03  -6.0 1.15e-03    -  1.00e+00 1.00e+00h  1
 459  3.1171321e+01 4.36e-07 1.87e-03  -6.0 1.15e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460  3.1171802e+01 4.35e-07 1.86e-03  -6.0 1.14e-03    -  1.00e+00 1.00e+00h  1
 461  3.1172282e+01 4.34e-07 1.85e-03  -6.0 1.14e-03    -  1.00e+00 1.00e+00h  1
 462  3.1172761e+01 4.33e-07 1.83e-03  -6.0 1.14e-03    -  1.00e+00 1.00e+00h  1
 463  3.1173238e+01 4.32e-07 1.82e-03  -6.0 1.13e-03    -  1.00e+00 1.00e+00h  1
 464  3.1173715e+01 4.31e-07 1.81e-03  -6.0 1.13e-03    -  1.00e+00 1.00e+00h  1
 465  3.1174190e+01 4.30e-07 1.80e-03  -6.0 1.12e-03    -  1.00e+00 1.00e+00h  1
 466  3.1174665e+01 4.29e-07 1.79e-03  -6.0 1.12e-03    -  1.00e+00 1.00e+00h  1
 467  3.1175138e+01 4.29e-07 1.78e-03  -6.0 1.12e-03    -  1.00e+00 1.00e+00h  1
 468  3.1175610e+01 4.28e-07 1.77e-03  -6.0 1.11e-03    -  1.00e+00 1.00e+00h  1
 469  3.1176081e+01 4.27e-07 1.76e-03  -6.0 1.11e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470  3.1176551e+01 4.26e-07 1.75e-03  -6.0 1.10e-03    -  1.00e+00 1.00e+00h  1
 471  3.1177019e+01 4.25e-07 1.74e-03  -6.0 1.10e-03    -  1.00e+00 1.00e+00h  1
 472  3.1177487e+01 4.24e-07 1.73e-03  -6.0 1.10e-03    -  1.00e+00 1.00e+00h  1
 473  3.1177954e+01 4.24e-07 1.72e-03  -6.0 1.09e-03    -  1.00e+00 1.00e+00h  1
 474  3.1178419e+01 4.23e-07 1.71e-03  -6.0 1.09e-03    -  1.00e+00 1.00e+00h  1
 475  3.1178884e+01 4.22e-07 1.69e-03  -6.0 1.08e-03    -  1.00e+00 1.00e+00h  1
 476  3.1179347e+01 4.21e-07 1.68e-03  -6.0 1.08e-03    -  1.00e+00 1.00e+00h  1
 477  3.1179809e+01 4.20e-07 1.67e-03  -6.0 1.08e-03    -  1.00e+00 1.00e+00h  1
 478  3.1180271e+01 4.20e-07 1.67e-03  -6.0 1.07e-03    -  1.00e+00 1.00e+00h  1
 479  3.1180731e+01 4.19e-07 1.66e-03  -6.0 1.07e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480  3.1181190e+01 4.18e-07 1.65e-03  -6.0 1.07e-03    -  1.00e+00 1.00e+00h  1
 481  3.1181648e+01 4.17e-07 1.64e-03  -6.0 1.06e-03    -  1.00e+00 1.00e+00h  1
 482  3.1182105e+01 4.16e-07 1.63e-03  -6.0 1.06e-03    -  1.00e+00 1.00e+00h  1
 483  3.1182561e+01 4.16e-07 1.62e-03  -6.0 1.06e-03    -  1.00e+00 1.00e+00h  1
 484  3.1183017e+01 4.15e-07 1.61e-03  -6.0 1.05e-03    -  1.00e+00 1.00e+00h  1
 485  3.1183471e+01 4.14e-07 1.60e-03  -6.0 1.05e-03    -  1.00e+00 1.00e+00h  1
 486  3.1183924e+01 4.13e-07 1.59e-03  -6.0 1.04e-03    -  1.00e+00 1.00e+00h  1
 487  3.1184376e+01 4.12e-07 1.58e-03  -6.0 1.04e-03    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 487

                                   (scaled)                 (unscaled)
Objective...............:   3.1184375526528946e+01    3.1184375526528946e+01
Dual infeasibility......:   1.5803591206877230e-03    1.5803591206877230e-03
Constraint violation....:   4.1246638684058756e-07    4.1246638684058756e-07
Variable bound violation:   0.0000000000000000e+00    0.0000000000000000e+00
Complementarity.........:   9.0910002546060020e-07    9.0910002546060020e-07
Overall NLP error.......:   9.9911926995236553e-06    1.5803591206877230e-03


Number of objective function evaluations             = 533
Number of objective gradient evaluations             = 481
Number of equality constraint evaluations            = 533
Number of inequality constraint evaluations          = 533
Number of equality constraint Jacobian evaluations   = 493
Number of inequality constraint Jacobian evaluations = 493
Number of Lagrangian Hessian evaluations             = 487
Total seconds in IPOPT                               = 0.593

EXIT: Optimal Solution Found.
